state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,comments,mergedBy,mergeCommit,org,repo,kind
CLOSED,MDU6SXNzdWUxNjgzMDc0Mjc=,Notebook not backed by a file - Proliferation of Untitled*.ipynb files in notebook directories,https://github.com/jupyterlab/jupyterlab/issues/573,2016-07-29T11:43:52Z,2020-04-29T21:32:11Z,2020-04-29T21:32:11Z,"{'edges': [{'node': {'name': 'pkg:notebook'}}, {'node': {'name': 'status:Needs Discussion'}}, {'node': {'name': 'tag:Design and UX'}}, {'node': {'name': 'tag:Server Change'}}, {'node': {'name': 'type:Enhancement'}}]}",573,MEMBER,SylvainCorlay,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-07-29T11:59:53Z', 'updatedAt': '2016-07-29T11:59:53Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-236162760', 'author': {'login': 'blink1073'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-07-29T12:30:18Z', 'updatedAt': '2016-07-29T12:30:18Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-236168044', 'author': {'login': 'minrk'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-07-29T12:53:25Z', 'updatedAt': '2016-07-29T12:53:25Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-236172457', 'author': {'login': 'blink1073'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-07-29T13:01:08Z', 'updatedAt': '2016-07-29T13:01:08Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-236174016', 'author': {'login': 'minrk'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-08-03T16:51:30Z', 'updatedAt': '2016-08-03T16:51:30Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-237296026', 'author': {'login': 'Carreau'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-08-17T04:05:43Z', 'updatedAt': '2016-08-17T04:05:43Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-240308252', 'author': {'login': 'ellisonbg'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-08-18T17:30:46Z', 'updatedAt': '2016-08-18T17:30:46Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-240796595', 'author': {'login': 'SylvainCorlay'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-08-19T10:49:38Z', 'updatedAt': '2016-08-19T10:49:38Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-240987859', 'author': {'login': 'takluyver'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-08-23T15:23:19Z', 'updatedAt': '2016-08-23T15:23:19Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-241768343', 'author': {'login': 'ellisonbg'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-08-23T15:34:23Z', 'updatedAt': '2016-08-23T15:34:23Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-241773144', 'author': {'login': 'takluyver'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2016-08-23T15:55:55Z', 'updatedAt': '2016-08-23T15:56:13Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-241781888', 'author': {'login': 'jakevdp'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-08-26T11:09:23Z', 'updatedAt': '2016-08-26T11:09:23Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-242704187', 'author': {'login': 'AbdealiJK'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-08-26T11:16:29Z', 'updatedAt': '2016-08-26T11:16:29Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/573#issuecomment-242705889', 'author': {'login': 'SylvainCorlay'}}}]}",,,jupyterlab,jupyterlab,issue
CLOSED,MDU6SXNzdWUxNjc0ODc2NzE=,Reload read-only files from disk if they have changed,https://github.com/jupyterlab/jupyterlab/issues/541,2016-07-25T23:17:27Z,2020-04-29T21:29:34Z,2020-04-29T21:29:14Z,"{'edges': [{'node': {'name': 'pkg:docregistry'}}, {'node': {'name': 'status:Needs Discussion'}}, {'node': {'name': 'tag:Design and UX'}}]}",541,NONE,TheDataLeek,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2016-07-25T23:23:02Z', 'updatedAt': '2016-07-25T23:23:02Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/541#issuecomment-235116606', 'author': {'login': 'TheDataLeek'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-07-25T23:50:47Z', 'updatedAt': '2016-07-25T23:50:47Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/541#issuecomment-235121342', 'author': {'login': 'blink1073'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-08-23T15:35:08Z', 'updatedAt': '2016-08-23T15:35:08Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/541#issuecomment-241773461', 'author': {'login': 'ellisonbg'}}}]}",,,jupyterlab,jupyterlab,issue
CLOSED,MDU6SXNzdWUxNjQ2MzU4OTQ=,UX when server connection is lost,https://github.com/jupyterlab/jupyterlab/issues/270,2016-07-08T23:38:29Z,2020-04-29T21:20:23Z,2020-04-29T21:20:22Z,"{'edges': [{'node': {'name': 'help wanted'}}, {'node': {'name': 'pkg:application'}}, {'node': {'name': 'tag:Design and UX'}}, {'node': {'name': 'type:Enhancement'}}]}",270,MEMBER,Carreau,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-04-29T21:20:22Z', 'updatedAt': '2020-04-29T21:20:22Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/270#issuecomment-621470529', 'author': {'login': 'tgeorgeux'}}}]}",,,jupyterlab,jupyterlab,issue
CLOSED,MDU6SXNzdWUxNjAyMzQ3NDg=,Look into SauceLabs for Cross-Browser Testing,https://github.com/jupyterlab/jupyterlab/issues/60,2016-06-14T17:10:05Z,2020-05-05T10:06:20Z,2020-05-05T10:06:20Z,"{'edges': [{'node': {'name': 'tag:Build System'}}, {'node': {'name': 'type:Enhancement'}}]}",60,MEMBER,blink1073,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-06-14T17:21:50Z', 'updatedAt': '2016-06-14T17:21:50Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/60#issuecomment-225952980', 'author': {'login': 'blink1073'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-06-14T17:26:23Z', 'updatedAt': '2016-06-14T17:26:23Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/60#issuecomment-225954266', 'author': {'login': 'parente'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2016-06-14T17:57:36Z', 'updatedAt': '2016-06-14T17:57:36Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/60#issuecomment-225963386', 'author': {'login': 'blink1073'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-05T10:06:20Z', 'updatedAt': '2020-05-05T10:06:20Z', 'url': 'https://github.com/jupyterlab/jupyterlab/issues/60#issuecomment-623967069', 'author': {'login': 'blink1073'}}}]}",,,jupyterlab,jupyterlab,issue
OPEN,MDU6SXNzdWU2MjI4MzkwODI=,"Test issue, ignore...",https://github.com/jupyter-widgets/tutorial/issues/64,2020-05-21T22:56:46Z,2020-05-21T22:59:12Z,,{'edges': []},64,CONTRIBUTOR,mwcraig,{'edges': []},,,jupyter-widgets,tutorial,issue
OPEN,MDU6SXNzdWU2MjI3NTAxNDc=,predefined box_styles not working in jupyter lab,https://github.com/jupyter-widgets/ipywidgets/issues/2882,2020-05-21T20:07:19Z,2020-05-21T20:08:37Z,,{'edges': []},2882,NONE,ericbdaniels,{'edges': []},,,jupyter-widgets,ipywidgets,issue
OPEN,MDU6SXNzdWU2MjIyNzE4Nzk=,Offficial Date for the next release,https://github.com/jupyter-widgets/ipywidgets/issues/2881,2020-05-21T06:07:40Z,2020-05-21T06:07:40Z,,{'edges': []},2881,NONE,gbrault,{'edges': []},,,jupyter-widgets,ipywidgets,issue
CLOSED,MDU6SXNzdWU2MjE1NjYzOTY=,Closing widgets leaves a small blank line,https://github.com/jupyter-widgets/ipywidgets/issues/2880,2020-05-20T08:29:21Z,2020-05-20T09:17:19Z,2020-05-20T08:54:57Z,{'edges': []},2880,NONE,e-dorigatti,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-20T08:54:57Z', 'updatedAt': '2020-05-20T08:54:57Z', 'url': 'https://github.com/jupyter-widgets/ipywidgets/issues/2880#issuecomment-631338913', 'author': {'login': 'e-dorigatti'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-20T09:17:19Z', 'updatedAt': '2020-05-20T09:17:19Z', 'url': 'https://github.com/jupyter-widgets/ipywidgets/issues/2880#issuecomment-631351791', 'author': {'login': 'jasongrout'}}}]}",,,jupyter-widgets,ipywidgets,issue
OPEN,MDU6SXNzdWU2MjA4Nzg2OTU=,Pickle an ipywidget,https://github.com/jupyter-widgets/ipywidgets/issues/2879,2020-05-19T10:53:31Z,2020-05-19T12:13:33Z,,{'edges': []},2879,NONE,mhangaard,{'edges': []},,,jupyter-widgets,ipywidgets,issue
OPEN,MDU6SXNzdWU2MjA2ODYzMjA=,Can't animate Arrow length / direction,https://github.com/jupyter-widgets/pythreejs/issues/325,2020-05-19T05:20:59Z,2020-05-21T16:06:34Z,,{'edges': []},325,NONE,Boomer91,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T16:06:34Z', 'updatedAt': '2020-05-21T16:06:34Z', 'url': 'https://github.com/jupyter-widgets/pythreejs/issues/325#issuecomment-632179954', 'author': {'login': 'vidartf'}}}]}",,,jupyter-widgets,pythreejs,issue
OPEN,MDU6SXNzdWU2MTk3MTMwMTA=,Select and edit vector data in ipyleaflet ,https://github.com/jupyter-widgets/ipyleaflet/issues/599,2020-05-17T14:09:59Z,2020-05-17T16:32:08Z,,{'edges': []},599,NONE,AlexanderJuestel,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-17T15:36:24Z', 'updatedAt': '2020-05-17T15:36:24Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/599#issuecomment-629817042', 'author': {'login': 'giswqs'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-17T16:32:08Z', 'updatedAt': '2020-05-17T16:32:08Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/599#issuecomment-629824999', 'author': {'login': 'AlexanderJuestel'}}}]}",,,jupyter-widgets,ipyleaflet,issue
CLOSED,MDU6SXNzdWU2MTk0MzAyOTQ=,widget renders only after restart of the kernel,https://github.com/jupyter-widgets/widget-cookiecutter/issues/60,2020-05-16T09:52:38Z,2020-05-21T16:55:45Z,2020-05-21T16:52:17Z,{'edges': []},60,NONE,Nic30,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-17T09:06:32Z', 'updatedAt': '2020-05-17T09:06:32Z', 'url': 'https://github.com/jupyter-widgets/widget-cookiecutter/issues/60#issuecomment-629765995', 'author': {'login': 'Nic30'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-21T16:19:08Z', 'updatedAt': '2020-05-21T16:19:32Z', 'url': 'https://github.com/jupyter-widgets/widget-cookiecutter/issues/60#issuecomment-632186519', 'author': {'login': 'vidartf'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-21T16:52:17Z', 'updatedAt': '2020-05-21T16:55:45Z', 'url': 'https://github.com/jupyter-widgets/widget-cookiecutter/issues/60#issuecomment-632220546', 'author': {'login': 'Nic30'}}}]}",,,jupyter-widgets,widget-cookiecutter,issue
CLOSED,MDU6SXNzdWU2MTkxODIxMjU=,ipywidgets not showing in Lab GUI,https://github.com/jupyter-widgets/ipywidgets/issues/2878,2020-05-15T19:09:01Z,2020-05-15T19:47:12Z,2020-05-15T19:46:55Z,{'edges': []},2878,NONE,MitchellSmall,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-15T19:46:55Z', 'updatedAt': '2020-05-15T19:46:55Z', 'url': 'https://github.com/jupyter-widgets/ipywidgets/issues/2878#issuecomment-629447305', 'author': {'login': 'MitchellSmall'}}}]}",,,jupyter-widgets,ipywidgets,issue
OPEN,MDU6SXNzdWU2MTkwMDMwODc=,Feature request: Add visible attribute to GeoJSON/GeoData/Choropleth layers,https://github.com/jupyter-widgets/ipyleaflet/issues/597,2020-05-15T14:22:12Z,2020-05-15T14:33:21Z,,{'edges': []},597,NONE,JamesMaxwellHarrison,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T14:33:21Z', 'updatedAt': '2020-05-15T14:33:21Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/597#issuecomment-629269028', 'author': {'login': 'martinRenou'}}}]}",,,jupyter-widgets,ipyleaflet,issue
CLOSED,MDU6SXNzdWU2MTg4NjU0NTU=,python file can't render,https://github.com/jupyter-widgets/ipywidgets/issues/2877,2020-05-15T10:28:16Z,2020-05-15T10:45:29Z,2020-05-15T10:45:03Z,{'edges': []},2877,NONE,limj0825,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T10:40:01Z', 'updatedAt': '2020-05-15T10:40:01Z', 'url': 'https://github.com/jupyter-widgets/ipywidgets/issues/2877#issuecomment-629164455', 'author': {'login': 'SylvainCorlay'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-15T10:44:06Z', 'updatedAt': '2020-05-15T10:44:06Z', 'url': 'https://github.com/jupyter-widgets/ipywidgets/issues/2877#issuecomment-629166113', 'author': {'login': 'limj0825'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T10:44:56Z', 'updatedAt': '2020-05-15T10:44:56Z', 'url': 'https://github.com/jupyter-widgets/ipywidgets/issues/2877#issuecomment-629166448', 'author': {'login': 'SylvainCorlay'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-15T10:45:29Z', 'updatedAt': '2020-05-15T10:45:29Z', 'url': 'https://github.com/jupyter-widgets/ipywidgets/issues/2877#issuecomment-629166659', 'author': {'login': 'limj0825'}}}]}",,,jupyter-widgets,ipywidgets,issue
OPEN,MDU6SXNzdWU2MTgxODA4Mzg=,Add a SelectControl layer for selecting a bounding box,https://github.com/jupyter-widgets/ipyleaflet/issues/596,2020-05-14T12:14:52Z,2020-05-15T06:43:18Z,,{'edges': [{'node': {'name': 'Enhancement'}}]},596,CONTRIBUTOR,deeplook,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T12:19:31Z', 'updatedAt': '2020-05-14T12:19:41Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/596#issuecomment-628596513', 'author': {'login': 'martinRenou'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-14T12:43:37Z', 'updatedAt': '2020-05-14T12:43:37Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/596#issuecomment-628608716', 'author': {'login': 'giswqs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-14T18:09:47Z', 'updatedAt': '2020-05-14T18:22:17Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/596#issuecomment-628801538', 'author': {'login': 'deeplook'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-15T06:43:18Z', 'updatedAt': '2020-05-15T06:43:18Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/596#issuecomment-629060183', 'author': {'login': 'martinRenou'}}}]}",,,jupyter-widgets,ipyleaflet,issue
OPEN,MDU6SXNzdWU2MTgxNjE5NzE=,Applying AwesomeIcon to Markers with vs without LayerGroup,https://github.com/jupyter-widgets/ipyleaflet/issues/594,2020-05-14T11:44:00Z,2020-05-14T11:50:41Z,,{'edges': []},594,CONTRIBUTOR,deeplook,{'edges': []},,,jupyter-widgets,ipyleaflet,issue
OPEN,MDU6SXNzdWU2MTc3ODc1ODM=,Render map and widgets in HTML web page,https://github.com/jupyter-widgets/ipyleaflet/issues/592,2020-05-13T22:11:34Z,2020-05-14T07:17:54Z,,{'edges': [{'node': {'name': 'Bug'}}]},592,NONE,lorenae,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-05-13T22:41:08Z', 'updatedAt': '2020-05-13T22:41:08Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/592#issuecomment-628283187', 'author': {'login': 'giswqs'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T07:14:28Z', 'updatedAt': '2020-05-14T07:14:28Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/592#issuecomment-628438356', 'author': {'login': 'martinRenou'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T07:17:54Z', 'updatedAt': '2020-05-14T07:17:54Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/592#issuecomment-628440098', 'author': {'login': 'martinRenou'}}}]}",,,jupyter-widgets,ipyleaflet,issue
CLOSED,MDU6SXNzdWU2MTc0MjY5NDI=,issue with step size in BoundedFloatText,https://github.com/jupyter-widgets/ipywidgets/issues/2875,2020-05-13T12:58:14Z,2020-05-13T16:01:15Z,2020-05-13T16:01:14Z,{'edges': []},2875,NONE,shek2994,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-13T15:02:12Z', 'updatedAt': '2020-05-13T15:02:12Z', 'url': 'https://github.com/jupyter-widgets/ipywidgets/issues/2875#issuecomment-628050637', 'author': {'login': 'jasongrout'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-13T16:01:14Z', 'updatedAt': '2020-05-13T16:01:14Z', 'url': 'https://github.com/jupyter-widgets/ipywidgets/issues/2875#issuecomment-628086965', 'author': {'login': 'shek2994'}}}]}",,,jupyter-widgets,ipywidgets,issue
OPEN,MDU6SXNzdWU2MTczMzY4NDE=,To make the float zoom levels useful for Vector Tile Layer,https://github.com/jupyter-widgets/ipyleaflet/issues/591,2020-05-13T10:35:21Z,2020-05-13T13:16:08Z,,{'edges': []},591,CONTRIBUTOR,omanges,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-13T11:04:12Z', 'updatedAt': '2020-05-13T11:04:12Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/591#issuecomment-627910862', 'author': {'login': 'davidbrochart'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-13T13:15:58Z', 'updatedAt': '2020-05-13T13:16:08Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/591#issuecomment-627978395', 'author': {'login': 'martinRenou'}}}]}",,,jupyter-widgets,ipyleaflet,issue
OPEN,MDU6SXNzdWU2MTY5Njk5MjU=,Problem with GeoJSON style using version 0.12.6,https://github.com/jupyter-widgets/ipyleaflet/issues/589,2020-05-12T21:23:56Z,2020-05-13T07:08:55Z,,{'edges': [{'node': {'name': 'Bug'}}]},589,NONE,JamesMaxwellHarrison,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-12T21:49:55Z', 'updatedAt': '2020-05-12T21:49:55Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/589#issuecomment-627617050', 'author': {'login': 'JamesMaxwellHarrison'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-13T07:08:55Z', 'updatedAt': '2020-05-13T07:08:55Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/589#issuecomment-627792829', 'author': {'login': 'martinRenou'}}}]}",,,jupyter-widgets,ipyleaflet,issue
OPEN,MDU6SXNzdWU2MTY5MTc3MjI=,Memory leak using ImageRecorder widget from ipywebrtc,https://github.com/jupyter-widgets/pythreejs/issues/324,2020-05-12T19:53:14Z,2020-05-16T11:46:43Z,,{'edges': []},324,NONE,dcabecinhas,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T16:22:10Z', 'updatedAt': '2020-05-14T16:22:10Z', 'url': 'https://github.com/jupyter-widgets/pythreejs/issues/324#issuecomment-628742367', 'author': {'login': 'vidartf'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-14T16:22:27Z', 'updatedAt': '2020-05-14T16:22:27Z', 'url': 'https://github.com/jupyter-widgets/pythreejs/issues/324#issuecomment-628742526', 'author': {'login': 'vidartf'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-15T20:44:40Z', 'updatedAt': '2020-05-15T20:44:40Z', 'url': 'https://github.com/jupyter-widgets/pythreejs/issues/324#issuecomment-629475171', 'author': {'login': 'dcabecinhas'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-16T11:46:43Z', 'updatedAt': '2020-05-16T11:46:43Z', 'url': 'https://github.com/jupyter-widgets/pythreejs/issues/324#issuecomment-629633221', 'author': {'login': 'dcabecinhas'}}}]}",,,jupyter-widgets,pythreejs,issue
CLOSED,MDU6SXNzdWU2MTY3MzMwMDI=,map fail to load,https://github.com/jupyter-widgets/ipyleaflet/issues/588,2020-05-12T15:07:12Z,2020-05-13T08:55:30Z,2020-05-13T08:55:30Z,{'edges': []},588,NONE,ae86208,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T15:10:44Z', 'updatedAt': '2020-05-12T15:10:44Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/588#issuecomment-627406595', 'author': {'login': 'martinRenou'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-12T15:12:47Z', 'updatedAt': '2020-05-12T15:12:47Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/588#issuecomment-627407870', 'author': {'login': 'ae86208'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-12T15:17:14Z', 'updatedAt': '2020-05-12T15:17:33Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/588#issuecomment-627410613', 'author': {'login': 'ae86208'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T15:40:49Z', 'updatedAt': '2020-05-12T15:40:49Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/588#issuecomment-627424649', 'author': {'login': 'martinRenou'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-12T16:28:41Z', 'updatedAt': '2020-05-12T16:28:41Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/588#issuecomment-627452146', 'author': {'login': 'ae86208'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T16:36:21Z', 'updatedAt': '2020-05-12T16:36:21Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/588#issuecomment-627456486', 'author': {'login': 'martinRenou'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-12T16:49:53Z', 'updatedAt': '2020-05-12T16:49:53Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/588#issuecomment-627463894', 'author': {'login': 'martinRenou'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-12T17:22:11Z', 'updatedAt': '2020-05-12T17:22:22Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/588#issuecomment-627481046', 'author': {'login': 'ae86208'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-13T08:55:30Z', 'updatedAt': '2020-05-13T08:55:30Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/588#issuecomment-627848045', 'author': {'login': 'martinRenou'}}}]}",,,jupyter-widgets,ipyleaflet,issue
OPEN,MDU6SXNzdWU2MTYzNjIzNjQ=,AttributeError: module 'ipywidgets' has no attribute 'SelectionRangeSlider',https://github.com/jupyter-widgets/ipywidgets/issues/2873,2020-05-12T05:06:59Z,2020-05-12T05:06:59Z,,{'edges': []},2873,NONE,mbk0asis,{'edges': []},,,jupyter-widgets,ipywidgets,issue
OPEN,MDU6SXNzdWU2MTU2OTE0ODA=,Add layer attribute to the SearchControl,https://github.com/jupyter-widgets/ipyleaflet/issues/585,2020-05-11T08:28:05Z,2020-05-11T08:28:05Z,,{'edges': [{'node': {'name': 'Enhancement'}}]},585,MEMBER,martinRenou,{'edges': []},,,jupyter-widgets,ipyleaflet,issue
CLOSED,MDU6SXNzdWU2MTU0MTY1MTA=,Multiple Layer Groups do not work with Layer Control,https://github.com/jupyter-widgets/ipyleaflet/issues/582,2020-05-10T15:33:03Z,2020-05-13T16:07:23Z,2020-05-13T16:07:23Z,{'edges': []},582,NONE,JamesMaxwellHarrison,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-11T08:29:47Z', 'updatedAt': '2020-05-11T08:31:03Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/582#issuecomment-626554531', 'author': {'login': 'martinRenou'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-11T12:46:47Z', 'updatedAt': '2020-05-11T12:46:47Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/582#issuecomment-626679878', 'author': {'login': 'JamesMaxwellHarrison'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-11T13:02:33Z', 'updatedAt': '2020-05-11T13:03:00Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/582#issuecomment-626687674', 'author': {'login': 'martinRenou'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-11T13:19:04Z', 'updatedAt': '2020-05-11T13:19:04Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/582#issuecomment-626696673', 'author': {'login': 'JamesMaxwellHarrison'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-11T14:22:27Z', 'updatedAt': '2020-05-11T14:22:27Z', 'url': 'https://github.com/jupyter-widgets/ipyleaflet/issues/582#issuecomment-626732415', 'author': {'login': 'martinRenou'}}}]}",,,jupyter-widgets,ipyleaflet,issue
OPEN,MDU6SXNzdWU2MTUzMTg2NzU=,Use sidecar as a jupyterlab tab?,https://github.com/jupyter-widgets/jupyterlab-sidecar/issues/49,2020-05-10T05:11:07Z,2020-05-10T05:11:07Z,,{'edges': []},49,NONE,ianhi,{'edges': []},,,jupyter-widgets,jupyterlab-sidecar,issue
CLOSED,MDU6SXNzdWU2MTUwNTA0NTE=,ArrowHelper direction bug,https://github.com/jupyter-widgets/pythreejs/issues/323,2020-05-09T00:25:11Z,2020-05-11T18:18:27Z,2020-05-11T18:18:27Z,{'edges': []},323,NONE,Boomer91,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-05-11T13:35:44Z', 'updatedAt': '2020-05-11T13:35:44Z', 'url': 'https://github.com/jupyter-widgets/pythreejs/issues/323#issuecomment-626705891', 'author': {'login': 'vidartf'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-05-11T18:18:27Z', 'updatedAt': '2020-05-11T18:18:27Z', 'url': 'https://github.com/jupyter-widgets/pythreejs/issues/323#issuecomment-626870436', 'author': {'login': 'Boomer91'}}}]}",,,jupyter-widgets,pythreejs,issue
